enter,EXIT,1,2,3,4,5
Ayer Keroh Toll,Bandar Ainsdale Toll,8.28,15.2,20.3,4.18,6.23
Ayer Keroh Toll,Nilai Toll,10.17,18.6,24.7,5.08,7.63
Ayer Keroh Toll,Putera Mahkota Toll,10.58,19.4,25.8,5.33,7.95
Ayer Keroh Toll,Yong Peng Utara Toll,10.91,19.9,26.5,5.41,8.12
Ayer Keroh Toll,SOUTHVILLE CITY Toll,11.07,20.2,26.9,5.49,8.28
Ayer Keroh Toll,BANGI Toll,11.4,20.9,27.8,5.74,8.53
Ayer Keroh Toll,BANDAR SERENIA Toll,11.64,21.3,28.4,5.82,8.69
Ayer Keroh Toll,KAJANG Toll,12.14,22.2,29.6,6.07,9.1
Ayer Keroh Toll,UPM Toll,12.38,22.6,30.2,6.15,9.27
Ayer Keroh Toll,BANDAR GAMUDA COVE Toll,12.46,22.8,30.3,6.23,9.35
Ayer Keroh Toll,Sg. Besi Toll,12.87,23.5,31.4,6.4,9.68
Ayer Keroh Toll,Ayer Hitam Toll,13.04,23.9,31.8,6.56,9.76
Ayer Keroh Toll,KLIA Toll,13.04,23.5,31.2,6.72,9.84
Ayer Keroh Toll,Machap Toll,13.86,25.3,33.7,6.89,10.33
Ayer Keroh Toll,Bandar Saujana Putra Toll,13.94,25.3,33.8,6.97,10.41
Ayer Keroh Toll,Putra Jaya Toll,14.27,26,34.7,7.13,10.66
Ayer Keroh Toll,PUTRA HEIGHTS Toll,14.35,26.2,34.9,7.22,10.74
Ayer Keroh Toll,USJ Toll,14.84,27.1,36.1,7.46,11.07
Ayer Keroh Toll,Seafield Toll,15.33,27.9,37.3,7.63,11.48
Ayer Keroh Toll,Ebor Selatan Toll,15.33,28,37.3,7.71,11.48
Ayer Keroh Toll,Spg. Renggam Toll,15.42,28.1,37.5,7.71,11.56
Ayer Keroh Toll,Shah Alam Toll,15.99,29.1,38.8,7.95,11.97
Ayer Keroh Toll,SUBANG Toll,16.4,30.1,40,8.28,12.3
Ayer Keroh Toll,Setia Alam Toll,16.89,30.8,41.1,8.36,12.63
Ayer Keroh Toll,DAMANSARA Toll,16.89,31,41.3,8.53,12.63
Ayer Keroh Toll,Bukit Raja Toll,16.97,31,41.4,8.45,12.71
Ayer Keroh Toll,KOTA DAMANSARA Toll,17.14,31.4,41.8,8.61,12.87
Ayer Keroh Toll,Sedenak Toll,17.55,32,42.7,8.77,13.12
Ayer Keroh Toll,SG. BULOH Toll,17.79,32.5,43.3,8.94,13.28
Ayer Keroh Toll,SG. BULOH HOSPITAL Toll,18.04,33,44,9.02,13.53
Ayer Keroh Toll,Jalan Duta Toll,18.29,33.4,44.5,9.18,13.69
Ayer Keroh Toll,RAWANG SELATAN Toll,18.53,33.9,45.2,9.35,13.86
Ayer Keroh Toll,KULAI Toll,18.94,34.7,46.2,9.51,14.19
Ayer Keroh Toll,RAWANG Toll,19.19,35.1,46.7,9.59,14.35
Ayer Keroh Toll,Senai Utara Toll,19.93,36.5,48.7,10,15.01
Ayer Keroh Toll,SUNGAI BUAYA Toll,20.17,36.9,49.1,10.09,15.09
Ayer Keroh Toll,Skudai Toll,20.34,37.2,49.6,10.17,15.25
Ayer Keroh Toll,BUKIT BERUNTUNG Toll,20.83,38.1,50.8,10.41,15.58
Ayer Keroh Toll,BUKIT TAGAR Toll,21.73,39.9,53.1,10.91,16.32
Ayer Keroh Toll,LEMBAH BERINGIN Toll,22.88,41.9,55.8,11.48,17.14
Ayer Keroh Toll,Tg. Malim Toll,23.94,43.8,58.4,12.05,17.96
Ayer Keroh Toll,BEHRANG Toll,25.17,46.1,61.4,12.63,18.86
Ayer Keroh Toll,SLIM RIVER Toll,26.98,49.3,65.7,13.53,20.17
Ayer Keroh Toll,SUNGKAI Toll,29.03,53.1,70.8,14.51,21.73
Ayer Keroh Toll,BIDOR Toll,30.59,56,74.6,15.33,22.88
Ayer Keroh Toll,TAPAH Toll,32.06,58.7,78.2,16.07,24.03
Ayer Keroh Toll,GOPENG Toll,35.42,64.8,86.4,17.79,26.57
Ayer Keroh Toll,SIMPANG PULAI Toll,36.49,66.8,89,18.29,27.39
Ayer Keroh Toll,Ipoh Selatan Toll,37.8,69.2,92.2,18.94,28.37
Ayer Keroh Toll,KUALA KANGSAR Toll,40.67,74.5,99.2,20.42,30.5
Ayer Keroh Toll,CANGKAT JERING Toll,43.05,78.8,105,21.57,32.31
Ayer Keroh Toll,TAIPING UTARA Toll,44.85,82,109.3,22.47,33.62
Ayer Keroh Toll,BUKIT MERAH Toll,46.08,84.3,112.3,23.04,34.52
Ayer Keroh Toll,ALOR PONGSU Toll,47.56,86.9,115.9,23.78,35.67
Ayer Keroh Toll,BANDAR BAHARU Toll,47.97,87.9,117.1,24.03,36
Ayer Keroh Toll,JAWI Toll,49.53,90.6,120.7,24.76,37.15
Ayer Keroh Toll,BKT. TAMBUN UTARA Toll,50.84,93.1,124,25.5,38.13
Ayer Keroh Toll,JURU Toll,51.58,94.4,125.8,25.83,38.7
Ayer Keroh Toll,BERTAM Toll,52.89,96.7,128.9,26.56,40.3
Ayer Keroh Toll,SG. PETANI SELATAN Toll,54.53,99.7,132.8,27.38,40.99
Ayer Keroh Toll,SG. PETANI UTARA Toll,55.27,101,134.6,27.71,41.48
Ayer Keroh Toll,GURUN Toll,57.07,104.4,139.1,28.7,42.88
Ayer Keroh Toll,PENDANG Toll,59.28,108.4,144.4,29.76,44.52
Ayer Keroh Toll,Alor Setar Selatan Toll,60.92,111.4,148.4,30.58,46.2
Ayer Keroh Toll,Alor Setar Utara Toll,61.58,112.5,149.9,30.91,46.24
Ayer Keroh Toll,Hutan Kampung Toll,62.24,113.8,151.6,31.24,47
Ayer Keroh Toll,BANDAR CASSIA Toll,56.77,123.6,194.2,34.06,64.5
Bandar Ainsdale Toll,SEREMBAN Toll,0.74,1.3,1.8,0.33,0.57
Bandar Ainsdale Toll,Port Dickson Toll,1.15,2,2.7,0.57,0.82
Bandar Ainsdale Toll,Senawang Toll,1.56,2.9,3.8,0.82,1.15
Bandar Ainsdale Toll,Nilai Toll,1.72,3.2,4.2,0.9,1.31
Bandar Ainsdale Toll,Putera Mahkota Toll,2.71,4.9,6.5,1.31,1.97
Bandar Ainsdale Toll,SOUTHVILLE CITY Toll,3.12,5.7,7.6,1.56,2.38
Bandar Ainsdale Toll,PEDAS LINGGI Toll,3.36,6.1,8.2,1.64,2.54
Bandar Ainsdale Toll,BANGI Toll,3.44,6.3,8.4,1.72,2.62
Bandar Ainsdale Toll,BANDAR SERENIA Toll,3.77,6.9,9.2,1.89,2.87
Bandar Ainsdale Toll,KAJANG Toll,4.18,7.6,10.2,2.13,3.12
Bandar Ainsdale Toll,UPM Toll,4.43,8.1,10.7,2.21,3.28
Bandar Ainsdale Toll,BANDAR GAMUDA COVE Toll,4.59,8.4,11.2,2.3,3.44
Bandar Ainsdale Toll,Sg. Besi Toll,4.92,9,12,2.46,3.69
Bandar Ainsdale Toll,KLIA Toll,5.17,9.2,12.1,2.79,3.94
Bandar Ainsdale Toll,Simpang Ampat Toll,5.9,10.8,14.4,2.95,4.43
Bandar Ainsdale Toll,Bandar Saujana Putra Toll,5.99,10.9,14.5,3.03,4.51
Bandar Ainsdale Toll,Putra Jaya Toll,6.4,11.7,15.6,3.2,4.76
Bandar Ainsdale Toll,PUTRA HEIGHTS Toll,6.4,11.8,15.6,3.28,4.84
Bandar Ainsdale Toll,USJ Toll,6.89,12.7,16.8,3.53,5.17
Bandar Ainsdale Toll,Seafield Toll,7.38,13.5,18,3.69,5.58
Bandar Ainsdale Toll,Ebor Selatan Toll,7.38,13.6,18,3.77,5.58
Bandar Ainsdale Toll,Shah Alam Toll,8.04,14.7,19.5,4.02,6.07
Bandar Ainsdale Toll,Ayer Keroh Toll,8.28,15.2,20.3,4.18,6.23
Bandar Ainsdale Toll,SUBANG Toll,8.53,15.6,20.7,4.26,6.31
Bandar Ainsdale Toll,Setia Alam Toll,8.94,16.3,21.8,4.43,6.72
Bandar Ainsdale Toll,DAMANSARA Toll,8.94,16.4,21.8,4.51,6.72
Bandar Ainsdale Toll,Bukit Raja Toll,9.02,16.5,22.1,4.51,6.81
Bandar Ainsdale Toll,KOTA DAMANSARA Toll,9.18,16.8,22.4,4.59,6.89
Bandar Ainsdale Toll,SG. BULOH Toll,9.76,17.9,23.9,4.92,7.3
Bandar Ainsdale Toll,SG. BULOH HOSPITAL Toll,10.09,18.6,24.7,5.08,7.54
Bandar Ainsdale Toll,Jasin Toll,10.17,18.6,24.7,5.08,7.63
Bandar Ainsdale Toll,Jalan Duta Toll,10.33,19,25.2,5.25,7.71
Bandar Ainsdale Toll,RAWANG SELATAN Toll,10.58,19.5,25.9,5.33,7.95
Bandar Ainsdale Toll,RAWANG Toll,11.23,20.6,27.4,5.66,8.36
Bandar Ainsdale Toll,Tangkak Toll,11.23,20.6,27.5,5.66,8.45
Bandar Ainsdale Toll,SUNGAI BUAYA Toll,12.22,22.3,29.7,6.15,9.1
Bandar Ainsdale Toll,Bukit Gambir Toll,12.22,22.3,29.8,6.07,9.18
Bandar Ainsdale Toll,BUKIT BERUNTUNG Toll,12.87,23.5,31.3,6.48,9.59
Bandar Ainsdale Toll,BUKIT TAGAR Toll,13.86,25.4,33.8,6.97,10.33
Bandar Ainsdale Toll,Pagoh Toll,14.35,26.3,35.1,7.22,10.82
Bandar Ainsdale Toll,LEMBAH BERINGIN Toll,14.92,27.3,36.4,7.46,11.15
Bandar Ainsdale Toll,Tg. Malim Toll,15.99,29.4,39.1,8.04,11.97
Bandar Ainsdale Toll,BEHRANG Toll,17.22,31.6,42.1,8.69,12.96
Bandar Ainsdale Toll,SLIM RIVER Toll,18.94,34.8,46.3,9.51,14.19
Bandar Ainsdale Toll,Yong Peng Utara Toll,19.19,35.1,46.8,9.59,14.35
Bandar Ainsdale Toll,SUNGKAI Toll,21.07,38.6,51.5,10.58,15.83
Bandar Ainsdale Toll,Ayer Hitam Toll,21.32,38.9,51.9,10.66,15.99
Bandar Ainsdale Toll,Machap Toll,22.14,40.5,54,11.07,16.56
Bandar Ainsdale Toll,BIDOR Toll,22.63,41.5,55.3,11.4,16.97
Bandar Ainsdale Toll,Spg. Renggam Toll,23.7,43.3,57.8,11.89,17.79
Bandar Ainsdale Toll,TAPAH Toll,24.11,44.1,58.8,12.14,18.04
Bandar Ainsdale Toll,Sedenak Toll,25.83,47.2,62.9,12.87,19.35
Bandar Ainsdale Toll,KULAI Toll,27.31,49.9,66.5,13.61,20.42
Bandar Ainsdale Toll,GOPENG Toll,27.47,50.3,66.9,13.78,20.58
Bandar Ainsdale Toll,Senai Utara Toll,28.29,51.7,68.9,14.1,21.24
Bandar Ainsdale Toll,SIMPANG PULAI Toll,28.54,52.3,69.7,14.35,21.4
Bandar Ainsdale Toll,Skudai Toll,28.62,52.3,69.7,14.27,21.48
Bandar Ainsdale Toll,Ipoh Selatan Toll,29.85,54.6,72.8,15.01,22.39
Bandar Ainsdale Toll,KUALA KANGSAR Toll,32.72,59.9,79.8,16.48,24.52
Bandar Ainsdale Toll,CANGKAT JERING Toll,35.1,64.2,85.6,17.63,26.32
Bandar Ainsdale Toll,TAIPING UTARA Toll,36.9,67.4,89.9,18.53,27.63
Bandar Ainsdale Toll,BUKIT MERAH Toll,38.13,69.7,92.9,19.11,28.54
Bandar Ainsdale Toll,ALOR PONGSU Toll,39.52,72.3,96.5,19.76,29.68
Bandar Ainsdale Toll,BANDAR BAHARU Toll,40.02,73.3,97.7,20.09,30.01
Bandar Ainsdale Toll,JAWI Toll,41.57,76,101.3,20.83,31.16
Bandar Ainsdale Toll,BKT. TAMBUN UTARA Toll,42.89,78.5,104.6,21.57,32.14
Bandar Ainsdale Toll,JURU Toll,43.62,79.8,106.4,21.89,32.72
Bandar Ainsdale Toll,BERTAM Toll,44.93,82.1,109.5,22.62,34.32
Bandar Ainsdale Toll,SG. PETANI SELATAN Toll,46.57,85.1,113.4,23.44,35.01
Bandar Ainsdale Toll,SG. PETANI UTARA Toll,47.31,86.4,115.2,23.77,35.5
Bandar Ainsdale Toll,GURUN Toll,49.11,89.8,119.7,24.76,36.9
Bandar Ainsdale Toll,PENDANG Toll,51.32,93.8,125,25.82,38.54
Bandar Ainsdale Toll,Alor Setar Selatan Toll,52.96,96.8,129,26.64,40.22
Bandar Ainsdale Toll,Alor Setar Utara Toll,53.62,97.9,130.5,26.97,40.26
Bandar Ainsdale Toll,Hutan Kampung Toll,54.28,99.2,132.2,27.3,41.02
Bandar Ainsdale Toll,BANDAR CASSIA Toll,48.82,109,174.8,30.12,58.52
BANDAR BAHARU Toll,ALOR PONGSU Toll,0.57,1.1,1.5,0.33,0.49
BANDAR BAHARU Toll,JAWI Toll,1.56,2.9,3.8,0.82,1.15
BANDAR BAHARU Toll,BUKIT MERAH Toll,2.21,4.1,5.4,1.15,1.64
BANDAR BAHARU Toll,BKT. TAMBUN UTARA Toll,2.87,5.3,7.1,1.48,2.21
BANDAR BAHARU Toll,TAIPING UTARA Toll,3.61,6.5,8.7,1.8,2.71
BANDAR BAHARU Toll,JURU Toll,3.61,6.6,8.8,1.8,2.71
BANDAR BAHARU Toll,CANGKAT JERING Toll,5.17,9.5,12.6,2.62,3.85
BANDAR BAHARU Toll,BERTAM Toll,4.92,8.9,11.9,2.53,4.31
BANDAR BAHARU Toll,SG. PETANI SELATAN Toll,6.56,11.9,15.8,3.35,5
BANDAR BAHARU Toll,SG. PETANI UTARA Toll,7.3,13.2,17.6,3.68,5.49
BANDAR BAHARU Toll,KUALA KANGSAR Toll,7.63,14,18.6,3.85,5.74
BANDAR BAHARU Toll,GURUN Toll,9.1,16.6,22.1,4.67,6.89
BANDAR BAHARU Toll,IPOH UTARA Toll,10.17,18.7,24.9,5.08,7.63
BANDAR BAHARU Toll,PENDANG Toll,11.31,20.6,27.4,5.73,8.53
BANDAR BAHARU Toll,SIMPANG PULAI Toll,11.64,21.4,28.4,5.82,8.69
BANDAR BAHARU Toll,GOPENG Toll,12.71,23.4,31.2,6.4,9.51
BANDAR BAHARU Toll,Alor Setar Selatan Toll,12.95,23.6,31.4,6.55,10.21
BANDAR BAHARU Toll,Alor Setar Utara Toll,13.61,24.7,32.9,6.88,10.25
BANDAR BAHARU Toll,Hutan Kampung Toll,14.27,26,34.6,7.21,11.01
BANDAR BAHARU Toll,TAPAH Toll,16.07,29.5,39.3,8.04,12.05
BANDAR BAHARU Toll,BIDOR Toll,17.55,32.3,43,8.77,13.2
BANDAR BAHARU Toll,SUNGKAI Toll,19.11,35,46.7,9.51,14.35
BANDAR BAHARU Toll,SLIM RIVER Toll,21.24,38.9,51.8,10.58,15.91
BANDAR BAHARU Toll,BEHRANG Toll,22.88,41.9,55.9,11.48,17.14
BANDAR BAHARU Toll,Tg. Malim Toll,24.52,44.9,59.8,12.22,18.37
BANDAR BAHARU Toll,LEMBAH BERINGIN Toll,25.5,46.7,62.3,12.79,19.11
BANDAR BAHARU Toll,BUKIT TAGAR Toll,26.49,48.6,64.7,13.28,19.84
BANDAR BAHARU Toll,BUKIT BERUNTUNG Toll,27.47,50.3,67,13.69,20.58
BANDAR BAHARU Toll,SUNGAI BUAYA Toll,28.21,51.7,68.9,14.1,21.16
BANDAR BAHARU Toll,RAWANG Toll,29.19,53.5,71.3,14.6,21.89
BANDAR BAHARU Toll,RAWANG SELATAN Toll,29.68,54.4,72.5,14.84,22.3
BANDAR BAHARU Toll,SG. BULOH HOSPITAL Toll,30.34,55.6,74.1,15.17,22.8
BANDAR BAHARU Toll,SG. BULOH Toll,30.59,56,74.7,15.25,22.96
BANDAR BAHARU Toll,KOTA DAMANSARA Toll,31.24,57.2,76.3,15.66,23.45
BANDAR BAHARU Toll,DAMANSARA Toll,31.65,58.1,77.4,15.83,23.78
BANDAR BAHARU Toll,Jalan Duta Toll,31.9,58.4,77.8,15.91,23.86
BANDAR BAHARU Toll,SUBANG Toll,31.9,58.4,77.8,15.91,23.86
BANDAR BAHARU Toll,Shah Alam Toll,32.39,59.4,79.1,16.24,24.35
BANDAR BAHARU Toll,Seafield Toll,33.13,60.7,80.8,16.56,24.76
BANDAR BAHARU Toll,Setia Alam Toll,33.37,61.1,81.5,16.65,25.01
BANDAR BAHARU Toll,USJ Toll,33.54,61.4,81.8,16.73,25.09
BANDAR BAHARU Toll,Bukit Raja Toll,33.54,61.4,81.9,16.73,25.17
BANDAR BAHARU Toll,PUTRA HEIGHTS Toll,34.03,62.4,83.1,16.97,25.5
BANDAR BAHARU Toll,Bandar Saujana Putra Toll,34.36,62.9,83.8,17.14,25.75
BANDAR BAHARU Toll,BANDAR GAMUDA COVE Toll,35.51,64.9,86.5,17.71,26.65
BANDAR BAHARU Toll,Putra Jaya Toll,35.92,65.8,87.6,17.96,26.9
BANDAR BAHARU Toll,BANDAR SERENIA Toll,36.74,67.1,89.5,18.37,27.55
BANDAR BAHARU Toll,KLIA Toll,37.15,67.8,90.1,18.78,27.88
BANDAR BAHARU Toll,BANDAR CASSIA Toll,8.8,35.9,77.3,10.03,28.5
BANDAR BAHARU Toll,Nilai Toll,38.38,70.3,93.6,19.19,28.78
BANDAR BAHARU Toll,Putera Mahkota Toll,38.38,70.4,93.8,19.27,28.78
BANDAR BAHARU Toll,SOUTHVILLE CITY Toll,38.87,71.1,94.8,19.43,29.19
BANDAR BAHARU Toll,BANGI Toll,39.2,71.8,95.7,19.6,29.36
BANDAR BAHARU Toll,KAJANG Toll,39.85,73,97.3,20.01,29.85
BANDAR BAHARU Toll,Bandar Ainsdale Toll,40.02,73.3,97.7,20.09,30.01
BANDAR BAHARU Toll,UPM Toll,40.1,73.4,97.8,20.09,30.01
BANDAR BAHARU Toll,SEREMBAN Toll,40.34,74,98.5,20.25,30.26
BANDAR BAHARU Toll,Sg. Besi Toll,40.59,74.4,99.1,20.34,30.42
BANDAR BAHARU Toll,Port Dickson Toll,40.84,74.8,99.6,20.42,30.59
BANDAR BAHARU Toll,Senawang Toll,41.25,75.6,100.7,20.66,30.91
BANDAR BAHARU Toll,PEDAS LINGGI Toll,43.05,78.8,105,21.57,32.23
BANDAR BAHARU Toll,Simpang Ampat Toll,45.59,83.5,111.3,22.88,34.19
BANDAR BAHARU Toll,Ayer Keroh Toll,47.97,87.9,117.1,24.03,36
BANDAR BAHARU Toll,Jasin Toll,49.77,91.2,121.5,24.93,37.31
BANDAR BAHARU Toll,Tangkak Toll,50.92,93.3,124.3,25.5,38.21
BANDAR BAHARU Toll,Bukit Gambir Toll,52.32,95.8,127.6,26.16,39.2
BANDAR BAHARU Toll,Pagoh Toll,54.04,99,132,27.06,40.51
BANDAR BAHARU Toll,Yong Peng Utara Toll,58.79,107.7,143.5,29.44,44.12
BANDAR BAHARU Toll,Ayer Hitam Toll,61.01,111.7,148.8,30.5,45.76
BANDAR BAHARU Toll,Machap Toll,61.83,113.2,150.9,30.91,46.33
BANDAR BAHARU Toll,Spg. Renggam Toll,63.39,116.1,154.7,31.73,47.56
BANDAR BAHARU Toll,Sedenak Toll,65.44,119.8,159.7,32.8,49.04
BANDAR BAHARU Toll,KULAI Toll,66.99,122.6,163.4,33.54,50.18
BANDAR BAHARU Toll,Senai Utara Toll,67.98,124.4,165.8,34.03,50.92
BANDAR BAHARU Toll,Skudai Toll,68.31,125,166.6,34.19,51.17
BANDAR CASSIA Toll,BKT. TAMBUN UTARA Toll,1.01,1.6,2.2,0.46,0.83
BANDAR CASSIA Toll,JAWI Toll,1.75,2.9,3.9,0.87,1.32
BANDAR CASSIA Toll,JURU Toll,1.75,2.9,3.9,0.87,1.32
BANDAR CASSIA Toll,BANDAR BAHARU Toll,3.06,5.4,7.2,1.53,2.3
BANDAR CASSIA Toll,ALOR PONGSU Toll,3.63,6.4,8.5,1.78,2.8
BANDAR CASSIA Toll,BERTAM Toll,3.06,5.2,7,1.6,2.92
BANDAR CASSIA Toll,SG. PETANI SELATAN Toll,4.7,8.2,10.9,2.42,3.61
BANDAR CASSIA Toll,BUKIT MERAH Toll,5.11,9.2,12.2,2.6,3.86
BANDAR CASSIA Toll,SG. PETANI UTARA Toll,5.44,9.5,12.7,2.75,4.1
BANDAR CASSIA Toll,TAIPING UTARA Toll,6.42,11.5,15.3,3.17,4.85
BANDAR CASSIA Toll,GURUN Toll,7.24,12.9,17.2,3.74,5.5
BANDAR CASSIA Toll,CANGKAT JERING Toll,7.98,14.5,19.3,3.99,6.08
BANDAR CASSIA Toll,PENDANG Toll,9.45,16.9,22.5,4.8,7.14
BANDAR CASSIA Toll,KUALA KANGSAR Toll,10.44,18.9,25.3,5.22,7.88
BANDAR CASSIA Toll,Alor Setar Selatan Toll,11.09,19.9,26.5,5.62,8.82
BANDAR CASSIA Toll,Alor Setar Utara Toll,11.75,21,28,5.95,8.86
BANDAR CASSIA Toll,Hutan Kampung Toll,12.41,22.3,29.7,6.28,9.62
BANDAR CASSIA Toll,IPOH UTARA Toll,13.23,23.9,31.9,6.61,9.93
BANDAR CASSIA Toll,SIMPANG PULAI Toll,14.7,26.6,35.4,7.35,11
BANDAR CASSIA Toll,GOPENG Toll,15.77,28.6,38.2,7.93,11.82
BANDAR CASSIA Toll,TAPAH Toll,19.13,34.7,46.3,9.57,14.36
BANDAR CASSIA Toll,BIDOR Toll,20.61,37.5,50,10.3,15.51
BANDAR CASSIA Toll,SUNGKAI Toll,22.17,40.2,53.7,11.04,16.65
BANDAR CASSIA Toll,SLIM RIVER Toll,24.3,44.1,58.8,12.11,18.21
BANDAR CASSIA Toll,BEHRANG Toll,25.94,47.1,62.9,13.01,19.44
BANDAR CASSIA Toll,Tg. Malim Toll,27.58,50.1,66.8,13.75,20.67
BANDAR CASSIA Toll,LEMBAH BERINGIN Toll,28.56,51.9,69.3,14.32,21.41
BANDAR CASSIA Toll,BUKIT TAGAR Toll,29.55,53.8,71.7,14.81,22.15
BANDAR CASSIA Toll,BUKIT BERUNTUNG Toll,30.53,55.5,74,15.22,22.89
BANDAR CASSIA Toll,SUNGAI BUAYA Toll,31.27,56.9,75.9,15.63,23.46
BANDAR CASSIA Toll,RAWANG Toll,32.25,58.7,78.3,16.13,24.2
BANDAR CASSIA Toll,RAWANG SELATAN Toll,32.74,59.6,79.5,16.37,24.61
BANDAR CASSIA Toll,SG. BULOH HOSPITAL Toll,33.4,60.8,81.1,16.7,25.1
BANDAR CASSIA Toll,SG. BULOH Toll,33.65,61.2,81.7,16.78,25.26
BANDAR CASSIA Toll,KOTA DAMANSARA Toll,34.3,62.4,83.3,17.19,25.76
BANDAR CASSIA Toll,DAMANSARA Toll,34.71,63.3,84.4,17.36,26.08
BANDAR CASSIA Toll,Jalan Duta Toll,34.96,63.6,84.8,17.44,26.17
BANDAR CASSIA Toll,SUBANG Toll,34.96,63.6,84.8,17.44,26.17
BANDAR CASSIA Toll,Shah Alam Toll,35.45,64.6,86.1,17.77,26.66
BANDAR CASSIA Toll,Seafield Toll,36.19,65.9,87.8,18.09,27.07
BANDAR CASSIA Toll,Setia Alam Toll,36.43,66.3,88.5,18.18,27.31
BANDAR CASSIA Toll,USJ Toll,36.6,66.6,88.8,18.26,27.4
BANDAR CASSIA Toll,Bukit Raja Toll,36.6,66.6,88.9,18.26,27.48
BANDAR CASSIA Toll,PUTRA HEIGHTS Toll,37.09,67.6,90.1,18.5,27.81
BANDAR CASSIA Toll,Bandar Saujana Putra Toll,37.42,68.1,90.8,18.67,28.05
BANDAR CASSIA Toll,BANDAR GAMUDA COVE Toll,38.48,70.2,93.6,19.24,28.95
BANDAR CASSIA Toll,Putra Jaya Toll,38.98,71,94.6,19.49,29.2
BANDAR CASSIA Toll,BANDAR SERENIA Toll,39.71,72.4,96.5,19.82,29.86
BANDAR CASSIA Toll,KLIA Toll,40.21,73,97.1,20.31,30.18
BANDAR CASSIA Toll,Nilai Toll,41.44,75.5,100.6,20.72,31.09
BANDAR CASSIA Toll,Putera Mahkota Toll,41.44,75.6,100.8,20.8,31.09
BANDAR CASSIA Toll,SOUTHVILLE CITY Toll,41.93,76.4,101.9,20.96,31.5
BANDAR CASSIA Toll,BANGI Toll,42.26,77,102.7,21.13,31.66
BANDAR CASSIA Toll,KAJANG Toll,42.91,78.2,104.3,21.54,32.15
BANDAR CASSIA Toll,Bandar Ainsdale Toll,43.08,78.5,104.7,21.62,32.32
BANDAR CASSIA Toll,UPM Toll,43.16,78.6,104.8,21.62,32.32
BANDAR CASSIA Toll,SEREMBAN Toll,43.4,79.2,105.5,21.78,32.56
BANDAR CASSIA Toll,Sg. Besi Toll,43.65,79.6,106.1,21.87,32.73
BANDAR CASSIA Toll,Port Dickson Toll,43.9,80,106.6,21.95,32.89
BANDAR CASSIA Toll,Senawang Toll,44.31,80.8,107.7,22.19,33.22
BANDAR CASSIA Toll,PEDAS LINGGI Toll,46.11,84,112,23.1,34.53
BANDAR CASSIA Toll,Simpang Ampat Toll,48.65,88.7,118.3,24.41,36.5
BANDAR CASSIA Toll,Ayer Keroh Toll,51.03,93.1,124.1,25.56,38.3
BANDAR CASSIA Toll,Jasin Toll,52.83,96.4,128.5,26.46,39.61
BANDAR CASSIA Toll,Tangkak Toll,53.98,98.5,131.3,27.03,40.52
BANDAR CASSIA Toll,Bukit Gambir Toll,55.38,101,134.6,27.69,41.5
BANDAR CASSIA Toll,Pagoh Toll,57.1,104.2,139,28.59,42.81
BANDAR CASSIA Toll,Yong Peng Utara Toll,61.85,112.9,150.5,30.97,46.42
BANDAR CASSIA Toll,Ayer Hitam Toll,64.07,116.9,155.8,32.03,48.06
BANDAR CASSIA Toll,Machap Toll,64.89,118.4,157.9,32.44,48.63
BANDAR CASSIA Toll,Spg. Renggam Toll,66.45,121.3,161.7,33.26,49.86
BANDAR CASSIA Toll,Sedenak Toll,68.5,125,166.7,34.33,51.34
BANDAR CASSIA Toll,KULAI Toll,70.05,127.8,170.4,35.07,52.49
BANDAR CASSIA Toll,Senai Utara Toll,71.04,129.6,172.8,35.56,53.23
BANDAR CASSIA Toll,Skudai Toll,71.37,130.2,173.6,35.72,53.47
BANDAR GAMUDA COVE Toll,BANDAR SERENIA Toll,1.07,2,2.7,0.57,0.82
BANDAR GAMUDA COVE Toll,Bandar Saujana Putra Toll,1.31,2.4,3.3,0.66,0.98
BANDAR GAMUDA COVE Toll,Putra Jaya Toll,1.72,3.1,4.1,0.82,1.23
BANDAR GAMUDA COVE Toll,PUTRA HEIGHTS Toll,1.8,3.3,4.4,0.9,1.31
BANDAR GAMUDA COVE Toll,KLIA Toll,1.72,2.8,3.6,1.07,1.39
BANDAR GAMUDA COVE Toll,USJ Toll,2.3,4.2,5.6,1.15,1.72
BANDAR GAMUDA COVE Toll,Seafield Toll,2.79,5,6.7,1.39,2.05
BANDAR GAMUDA COVE Toll,Ebor Selatan Toll,2.79,5.1,6.8,1.39,2.05
BANDAR GAMUDA COVE Toll,Nilai Toll,2.79,5.1,6.8,1.39,2.13
BANDAR GAMUDA COVE Toll,Putera Mahkota Toll,2.95,5.3,7.1,1.48,2.21
BANDAR GAMUDA COVE Toll,SOUTHVILLE CITY Toll,3.36,6.1,8.2,1.64,2.54
BANDAR GAMUDA COVE Toll,Shah Alam Toll,3.36,6.2,8.3,1.72,2.54
BANDAR GAMUDA COVE Toll,BANGI Toll,3.69,6.8,9,1.89,2.79
BANDAR GAMUDA COVE Toll,SUBANG Toll,3.85,7.1,9.5,1.97,2.87
BANDAR GAMUDA COVE Toll,Setia Alam Toll,4.26,7.8,10.4,2.13,3.2
BANDAR GAMUDA COVE Toll,DAMANSARA Toll,4.35,7.9,10.5,2.13,3.28
BANDAR GAMUDA COVE Toll,KAJANG Toll,4.35,8,10.6,2.21,3.28
BANDAR GAMUDA COVE Toll,Bukit Raja Toll,4.43,8.1,10.8,2.21,3.28
